Feedback ID,Product ID,Return Date,Return Reason,Customer Feedback
1470,166,2022-12-10,Changed my mind,The product I received didn't match the description. It was misleading.
1471,94,2022-11-07,Changed my mind,I expected something different based on the description. Disappointed.
1472,73,2022-11-23,Changed my mind,The product I received didn't match the description. It was misleading.
1473,54,2023-05-25,Not as described,I'm not satisfied with the quality of this product. It's subpar.
1474,112,2023-03-11,Not as described,I received the wrong item. It's not what I ordered.
1475,65,2023-04-02,Poor quality,"This product had a defect, and I'm not satisfied with it."
1476,86,2023-05-21,Defective product,"This is not what I ordered, and I'd like to get the correct item."
1477,158,2023-05-18,Defective product,"This is not what I ordered, and I'd like to get the correct item."
1478,195,2023-06-21,Changed my mind,I changed my mind after purchasing the product. Can I return it for a refund?
1479,117,2023-01-30,Wrong item received,The product I received didn't match the description. It was misleading.
1480,12,2023-02-01,Defective product,The product I received didn't match the description. It was misleading.
1481,27,2023-01-30,Poor quality,I'm not satisfied with the quality of this product. It's subpar.
1482,190,2022-09-22,Not as described,The product I received was defective. It didn't work properly.
1483,14,2023-08-03,Defective product,The product I received was defective. It didn't work properly.
1484,138,2022-12-04,Poor quality,"Unfortunately, I decided I didn't need this product anymore."
1485,46,2023-03-10,Not as described,I changed my mind after purchasing the product. Can I return it for a refund?
1486,41,2023-08-27,Wrong item received,"Unfortunately, I decided I didn't need this product anymore."
1487,8,2023-04-24,Changed my mind,The product I received didn't match the description. It was misleading.
1488,125,2023-08-01,Changed my mind,I expected something different based on the description. Disappointed.
1489,132,2023-02-08,Changed my mind,I'm not satisfied with the quality of this product. It's subpar.
1490,30,2023-07-28,Defective product,"This product had a defect, and I'm not satisfied with it."
1491,19,2023-03-08,Poor quality,The product I received was defective. It didn't work properly.
1492,61,2022-12-08,Changed my mind,I changed my mind after purchasing the product. Can I return it for a refund?
1493,185,2022-10-12,Not as described,"This is not what I ordered, and I'd like to get the correct item."
1494,114,2022-10-30,Poor quality,The product I received was defective. It didn't work properly.
1495,152,2022-12-27,Poor quality,The quality of the product is disappointing. It's not worth the price.
1496,149,2023-03-03,Defective product,I expected something different based on the description. Disappointed.
1497,84,2023-06-19,Defective product,The product I received was defective. It didn't work properly.
1498,108,2022-10-06,Wrong item received,I'm not satisfied with the quality of this product. It's subpar.
1499,51,2022-11-15,Wrong item received,The product I received didn't match the description. It was misleading.
1500,192,2023-01-24,Defective product,I received the wrong item. It's not what I ordered.
